ApplicationID,TestDate,QuantitativeScore,LogicalScore,VerbalScore,TotalScore
A02201,2024-08-18,30,39,13,82
A02202,2024-07-21,17,40,35,92
A02203,2024-02-06,23,27,11,61
A02204,2024-07-16,19,19,32,70
A02205,2024-04-05,29,26,35,90
A02206,2024-05-16,37,20,27,84
A02207,2024-11-09,10,17,17,44
A02208,2024-05-15,30,36,29,95
A02209,2024-07-02,28,32,24,84
A02210,2024-04-04,26,16,27,69
A02211,2024-12-05,10,31,33,74
A02212,2024-07-10,10,12,40,62
A02213,2024-06-22,19,19,32,70
A02214,2024-02-23,32,35,29,96
A02215,2024-03-26,23,27,40,90
A02216,2024-05-16,20,23,34,77
A02217,2024-09-23,18,35,22,75
A02218,2024-03-29,35,10,39,84
A02219,2024-06-24,14,14,34,62
A02220,2024-08-26,40,15,30,85
A02221,2024-11-16,11,30,29,70
A02222,2024-04-19,17,32,24,73
A02223,2024-06-07,29,26,17,72
A02224,2024-07-24,26,33,11,70
A02225,2024-04-21,38,27,18,83
A02226,2024-01-01,11,33,23,67
A02227,2024-02-03,14,13,35,62
A02228,2024-06-01,16,36,21,73
A02229,2024-08-15,30,40,31,101
A02230,2024-03-10,13,19,26,58
A02231,2024-07-10,32,16,19,67
A02232,2024-10-21,30,15,23,68
A02233,2024-10-25,36,19,27,82
A02234,2024-09-26,13,38,31,82
A02235,2024-05-23,38,35,26,99
A02236,2024-02-11,11,13,20,44
A02237,2024-10-28,16,13,22,51
A02238,2024-01-01,32,38,33,103
A02239,2024-01-22,16,12,31,59
A02240,2024-09-07,33,22,16,71
A02241,2024-05-01,21,17,19,57
A02242,2024-02-19,37,21,28,86
A02243,2024-11-16,26,23,28,77
A02244,2024-08-24,18,26,39,83
A02245,2024-08-18,19,18,15,52
A02246,2024-09-07,13,18,27,58
A02247,2024-04-23,28,25,15,68
A02248,2024-04-07,26,23,26,75
A02249,2024-03-22,31,21,12,64
A02250,2024-03-01,27,36,22,85
A02251,2024-04-19,16,13,19,48
A02252,2024-08-25,11,29,11,51
A02253,2024-01-02,16,39,19,74
A02254,2024-05-09,33,23,20,76
A02255,2024-05-19,15,25,17,57
A02256,2024-09-02,12,28,29,69
A02257,2024-01-28,14,34,16,64
A02258,2024-05-14,37,17,35,89
A02259,2024-10-04,12,12,10,34
A02260,2024-05-21,38,19,40,97
A02261,2024-07-12,24,35,40,99
A02262,2024-11-09,23,13,32,68
A02263,2023-12-25,37,26,25,88
A02264,2024-01-04,37,32,33,102
A02265,2024-11-29,37,31,18,86
A02266,2024-11-14,33,23,11,67
A02267,2023-12-11,24,40,30,94
A02268,2024-10-25,35,19,38,92
A02269,2024-10-28,23,38,17,78
A02270,2024-04-16,30,10,27,67
A02271,2024-06-22,37,30,27,94
A02272,2024-03-05,11,11,10,32
A02273,2024-06-19,28,33,29,90
A02274,2024-06-29,10,13,21,44
A02275,2024-04-06,40,13,18,71
A02276,2024-03-03,21,37,10,68
A02277,2024-01-12,36,36,30,102
A02278,2024-07-31,20,40,34,94
A02279,2024-04-19,36,21,17,74
A02280,2023-12-31,34,32,32,98
A02281,2024-11-07,25,25,30,80
A02282,2024-11-29,15,33,18,66
A02283,2024-06-11,14,40,38,92
A02284,2024-10-24,32,38,16,86
A02285,2024-05-28,36,34,33,103
A02286,2024-11-03,32,24,21,77
A02287,2024-06-14,13,36,36,85
A02288,2024-03-16,40,20,39,99
A02289,2024-01-31,34,33,40,107
A02290,2023-12-24,39,24,20,83
A02291,2024-05-10,11,10,35,56
A02292,2024-04-09,11,35,21,67
A02293,2024-03-18,29,26,22,77
A02294,2024-04-11,13,32,12,57
A02295,2024-07-27,32,37,17,86
A02296,2023-12-26,17,11,16,44
A02297,2024-10-13,31,24,15,70
A02298,2024-08-27,21,27,21,69
A02299,2024-09-12,21,36,30,87
A02300,2024-08-03,31,22,22,75
A02301,2024-07-30,18,31,18,67
A02302,2024-11-05,29,34,32,95
A02303,2024-12-04,27,30,19,76
A02304,2024-02-05,26,32,36,94
A02305,2024-02-08,25,40,33,98
A02306,2024-04-13,31,16,25,72
A02307,2024-08-09,29,17,22,68
A02308,2024-11-28,17,21,17,55
A02309,2024-02-29,27,10,25,62
A02310,2024-02-11,37,32,21,90
A02311,2024-01-10,17,34,39,90
A02312,2024-02-07,36,10,30,76
A02313,2024-04-04,37,29,20,86
A02314,2024-02-14,28,39,37,104
A02315,2024-01-30,17,28,39,84
A02316,2024-06-03,24,17,28,69
A02317,2024-04-14,13,29,15,57
A02318,2024-10-30,33,22,13,68
A02319,2024-07-27,35,12,38,85
A02320,2024-04-30,30,11,17,58
A02321,2024-05-01,31,24,19,74
A02322,2024-08-23,19,15,34,68
A02323,2024-07-29,29,24,22,75
A02324,2024-05-10,14,17,10,41
A02325,2024-03-28,27,11,29,67
A02326,2024-05-05,12,29,35,76
A02327,2024-09-22,21,28,23,72
A02328,2023-12-21,37,36,28,101
A02329,2024-04-08,21,15,40,76
A02330,2024-05-08,34,10,21,65
A02331,2024-09-23,25,17,13,55
A02332,2024-10-08,24,13,30,67
A02333,2024-09-13,14,17,30,61
A02334,2024-12-09,21,10,19,50
A02335,2023-12-14,28,16,10,54
A02336,2024-11-19,19,36,13,68
A02337,2023-12-12,11,15,23,49
A02338,2024-01-16,19,37,32,88
A02339,2024-03-06,22,40,14,76
A02340,2024-03-25,19,27,34,80
A02341,2024-01-28,17,20,18,55
A02342,2024-04-16,36,30,28,94
A02343,2024-08-18,19,10,22,51
A02344,2024-12-05,38,29,23,90
A02345,2024-06-08,19,22,16,57
A02346,2024-11-25,15,32,18,65
A02347,2024-02-05,36,10,16,62
A02348,2024-04-13,29,31,39,99
A02349,2024-03-18,21,11,22,54
A02350,2024-10-20,33,23,21,77
A02351,2024-07-15,27,27,15,69
A02352,2023-12-28,31,32,29,92
A02353,2024-09-07,18,18,32,68
A02354,2024-02-13,33,33,30,96
A02355,2024-04-29,11,14,40,65
A02356,2024-06-29,19,15,34,68
A02357,2024-10-25,26,22,36,84
A02358,2024-04-22,16,31,34,81
A02359,2023-12-15,27,26,12,65
A02360,2024-01-11,23,34,39,96
A02361,2024-04-13,24,38,29,91
A02362,2024-10-26,31,16,38,85
A02363,2024-10-10,34,18,26,78
A02364,2024-02-21,19,15,25,59
A02365,2024-08-15,22,35,22,79
A02366,2024-04-21,37,30,10,77
A02367,2024-02-14,23,17,40,80
A02368,2023-12-23,19,15,28,62
A02369,2024-07-05,17,31,39,87
A02370,2024-10-22,17,23,37,77
A02371,2024-06-27,12,27,31,70
A02372,2024-03-20,10,21,12,43
A02373,2024-04-25,40,35,35,110
A02374,2024-10-13,25,15,36,76
A02375,2024-05-11,14,40,20,74
A02376,2024-02-27,15,31,16,62
A02377,2024-03-02,30,21,40,91
A02378,2024-05-08,26,39,31,96
A02379,2024-03-02,32,37,25,94
A02380,2024-10-29,17,13,30,60
A02381,2024-07-11,28,17,32,77
A02382,2024-06-12,18,15,18,51
A02383,2023-12-11,35,16,24,75
A02384,2024-05-11,28,34,39,101
A02385,2024-04-07,36,15,14,65
A02386,2024-01-20,23,24,16,63
A02387,2024-06-20,31,26,36,93
A02388,2024-04-15,39,25,22,86
A02389,2024-02-11,20,22,35,77
A02390,2024-01-14,10,14,32,56
A02391,2024-10-09,39,15,25,79
A02392,2024-08-21,21,26,21,68
A02393,2024-07-23,23,15,15,53
A02394,2024-05-15,31,33,22,86
A02395,2023-12-21,36,30,37,103
A02396,2024-04-08,17,14,32,63
A02397,2024-11-17,31,13,14,58
A02398,2024-11-07,39,31,24,94
A02399,2024-02-10,18,21,19,58
A02400,2024-04-23,31,27,12,70
A02401,2024-06-23,17,34,17,68
A02402,2024-01-03,39,24,16,79
A02403,2024-10-22,27,11,25,63
A02404,2024-04-17,13,25,39,77
A02405,2024-04-17,31,18,25,74
A02406,2023-12-15,37,11,12,60
A02407,2024-07-10,13,32,40,85
A02408,2024-01-06,37,34,31,102
A02409,2024-02-20,33,15,30,78
A02410,2024-04-15,15,31,16,62
A02411,2024-10-11,17,13,21,51
A02412,2024-02-29,28,20,12,60
A02413,2024-03-22,22,39,40,101
A02414,2024-04-05,11,27,39,77
A02415,2024-10-05,36,29,20,85
A02416,2024-02-15,21,35,19,75
A02417,2024-01-29,15,20,30,65
A02418,2024-06-01,16,39,13,68
A02419,2024-04-10,19,18,19,56
A02420,2024-01-17,39,17,35,91
A02421,2023-12-17,19,39,22,80
A02422,2024-06-21,14,19,35,68
A02423,2024-03-28,36,30,23,89
A02424,2024-04-28,21,37,29,87
A02425,2024-07-14,10,37,31,78
A02426,2024-01-01,27,11,21,59
A02427,2024-01-16,36,34,34,104
A02428,2024-05-28,33,20,17,70
A02429,2024-07-23,35,25,22,82
A02430,2024-04-12,27,32,18,77
A02431,2024-06-14,32,24,21,77
A02432,2024-09-13,26,14,16,56
A02433,2024-12-06,21,37,37,95
A02434,2024-02-12,17,17,30,64
A02435,2024-02-08,20,40,16,76
A02436,2024-08-30,38,27,13,78
A02437,2024-10-28,16,16,17,49
A02438,2024-05-14,14,26,23,63
A02439,2024-10-19,19,24,10,53
A02440,2024-05-03,19,19,20,58
A02441,2024-08-29,15,33,12,60
A02442,2024-02-15,35,37,30,102
A02443,2024-09-03,15,10,30,55
A02444,2023-12-22,38,37,13,88
A02445,2024-10-10,11,11,10,32
A02446,2024-11-21,24,24,27,75
A02447,2024-11-18,16,11,31,58
A02448,2024-05-16,22,31,21,74
A02449,2024-01-07,28,16,32,76
A02450,2024-03-20,40,37,24,101
A02451,2024-11-28,36,17,19,72
A02452,2024-10-11,36,11,12,59
A02453,2024-06-29,10,30,24,64
A02454,2024-09-05,27,21,18,66
A02455,2024-05-23,23,24,27,74
A02456,2024-05-29,28,10,22,60
A02457,2024-08-30,21,14,37,72
A02458,2024-04-17,19,32,18,69
A02459,2024-11-19,40,34,19,93
A02460,2024-06-16,31,36,10,77
A02461,2024-01-12,12,20,37,69
A02462,2024-11-03,26,37,21,84
A02463,2024-08-24,23,28,18,69
A02464,2024-04-26,22,23,19,64
A02465,2024-01-12,23,23,17,63
A02466,2024-11-15,21,12,29,62
A02467,2024-11-08,19,22,13,54
A02468,2024-05-18,22,39,31,92
A02469,2024-06-19,17,10,21,48
A02470,2024-09-19,10,32,36,78
A02471,2024-07-30,13,30,17,60
A02472,2024-06-01,31,10,18,59
A02473,2024-06-04,39,12,39,90
A02474,2023-12-21,27,11,39,77
A02475,2023-12-22,37,13,11,61
A02476,2024-08-29,27,29,31,87
A02477,2024-11-06,39,30,31,100
A02478,2024-01-01,19,26,38,83
A02479,2024-11-05,17,10,36,63
A02480,2024-08-08,32,23,28,83
A02481,2024-05-17,22,26,21,69
A02482,2024-03-19,26,22,29,77
A02483,2024-03-20,29,31,18,78
A02484,2024-11-20,23,15,16,54
A02485,2023-12-10,11,26,23,60
A02486,2024-04-24,10,26,31,67
A02487,2024-11-15,23,24,14,61
A02488,2024-05-04,36,35,18,89
A02489,2024-12-03,11,23,21,55
A02490,2024-07-31,12,26,22,60
A02491,2024-05-20,11,40,35,86
A02492,2024-02-25,39,30,37,106
A02493,2023-12-17,30,14,22,66
A02494,2023-12-17,29,40,22,91
A02495,2024-07-25,17,10,25,52
A02496,2024-04-28,15,36,38,89
A02497,2024-09-02,23,31,16,70
A02498,2024-03-23,32,10,21,63
A02499,2024-06-08,38,26,14,78
A02500,2024-07-19,15,14,28,57
A02501,2024-02-25,13,37,22,72
A02502,2024-04-05,22,25,33,80
A02503,2024-02-08,24,13,30,67
A02504,2024-02-04,25,32,22,79
A02505,2024-01-12,16,13,27,56
A02506,2024-04-27,15,12,34,61
A02507,2024-04-01,18,38,12,68
A02508,2024-10-14,11,28,11,50
A02509,2024-02-13,10,34,35,79
A02510,2024-11-13,31,11,19,61
A02511,2024-11-19,13,35,33,81
A02512,2024-01-29,31,16,37,84
A02513,2024-11-09,26,24,26,76
A02514,2024-10-05,22,33,37,92
A02515,2024-04-07,30,23,37,90
A02516,2024-01-11,23,37,38,98
A02517,2024-08-04,35,20,17,72
A02518,2024-06-17,39,39,31,109
A02519,2024-06-23,15,36,30,81
A02520,2024-02-05,39,31,21,91
A02521,2024-10-12,32,22,19,73
A02522,2024-09-23,30,25,22,77
A02523,2024-09-30,27,18,24,69
A02524,2024-08-07,37,37,33,107
A02525,2024-12-05,16,39,35,90
A02526,2024-01-26,15,22,15,52
A02527,2024-03-07,15,28,33,76
A02528,2024-01-16,15,15,39,69
A02529,2024-10-05,20,40,21,81
A02530,2024-02-15,35,23,35,93
A02531,2024-08-19,38,25,22,85
A02532,2024-04-28,38,11,33,82
A02533,2024-05-02,38,37,17,92
A02534,2024-10-04,24,31,29,84
A02535,2024-10-06,33,31,37,101
A02536,2024-06-10,35,40,12,87
A02537,2024-01-25,29,10,32,71
A02538,2024-01-15,39,40,25,104
A02539,2024-05-02,14,39,38,91
A02540,2024-09-07,37,32,14,83
A02541,2024-11-26,11,14,27,52
A02542,2024-07-07,38,32,35,105
A02543,2024-11-21,21,33,30,84
A02544,2024-03-30,18,25,20,63
A02545,2024-02-26,32,13,14,59
A02546,2024-08-26,32,39,17,88
A02547,2024-05-20,14,26,10,50
A02548,2024-04-15,36,40,33,109
A02549,2024-08-16,23,23,37,83
A02550,2024-05-15,28,11,27,66
A02551,2024-10-17,18,12,29,59
A02552,2024-06-14,14,20,11,45
A02553,2024-09-16,31,25,12,68
A02554,2024-06-02,24,40,37,101
A02555,2024-09-09,31,17,40,88
A02556,2024-03-14,15,40,31,86
A02557,2024-11-28,24,29,30,83
A02558,2024-01-07,37,10,33,80
A02559,2024-06-17,28,16,16,60
A02560,2024-07-18,11,26,12,49
A02561,2023-12-15,25,32,40,97
A02562,2024-07-28,40,13,11,64
A02563,2024-12-09,16,21,31,68
A02564,2024-05-22,35,13,15,63
A02565,2024-02-06,14,21,17,52
A02566,2024-03-25,27,14,33,74
A02567,2024-08-12,38,38,36,112
A02568,2024-04-07,22,10,33,65
A02569,2024-03-23,33,38,23,94
A02570,2024-05-09,32,15,30,77
A02571,2024-11-05,17,39,35,91
A02572,2024-06-29,23,16,20,59
A02573,2024-05-31,13,30,18,61
A02574,2024-04-30,20,40,28,88
A02575,2024-10-27,30,13,28,71
A02576,2024-07-15,12,37,20,69
A02577,2024-08-12,11,37,22,70
A02578,2024-09-30,13,34,16,63
A02579,2024-05-12,24,19,22,65
A02580,2024-06-04,24,18,13,55
A02581,2024-03-30,26,39,32,97
A02582,2024-04-15,39,29,13,81
A02583,2024-07-28,19,34,29,82
A02584,2024-03-20,21,35,22,78
A02585,2024-01-21,24,11,29,64
A02586,2024-01-20,31,36,28,95
A02587,2023-12-27,37,26,17,80
A02588,2024-04-15,30,40,13,83
A02589,2024-07-23,28,35,17,80
A02590,2024-08-23,22,13,14,49
A02591,2024-03-11,11,26,16,53
A02592,2024-05-08,37,24,20,81
A02593,2024-01-22,36,38,37,111
A02594,2024-03-04,29,34,30,93
A02595,2024-02-24,29,11,24,64
A02596,2024-11-16,16,37,15,68
A02597,2024-05-31,33,28,21,82
A02598,2024-01-14,16,28,22,66
A02599,2024-09-28,20,38,16,74
A02600,2024-02-03,32,23,14,69
A02601,2024-06-21,26,20,32,78
A02602,2024-11-25,15,35,37,87
A02603,2024-11-07,12,39,27,78
A02604,2024-03-13,11,21,18,50
A02605,2024-01-17,28,24,23,75
A02606,2024-08-14,35,24,32,91
A02607,2024-02-10,15,15,12,42
A02608,2024-12-07,21,29,21,71
A02609,2024-07-11,27,16,34,77
A02610,2023-12-27,12,31,31,74
A02611,2024-11-22,33,34,27,94
A02612,2024-04-19,36,38,30,104
A02613,2024-05-08,13,37,40,90
A02614,2024-06-11,27,39,35,101
A02615,2024-11-30,38,23,30,91
A02616,2024-11-21,10,34,30,74
A02617,2024-03-19,21,34,33,88
A02618,2024-10-05,26,26,32,84
A02619,2024-05-11,15,21,24,60
A02620,2024-02-21,12,20,20,52
A02621,2024-11-13,16,11,32,59
A02622,2024-01-07,11,18,19,48
A02623,2024-04-19,23,33,33,89
A02624,2024-03-12,37,35,17,89
A02625,2024-03-06,22,25,37,84
A02626,2024-01-30,15,10,31,56
A02627,2023-12-19,20,37,24,81
A02628,2024-08-13,34,33,24,91
A02629,2024-07-28,21,10,31,62
A02630,2024-08-12,17,35,24,76
A02631,2024-01-26,20,16,40,76
A02632,2024-03-01,16,27,13,56
A02633,2024-09-22,30,17,21,68
A02634,2024-03-25,31,25,12,68
A02635,2024-07-28,12,36,32,80
A02636,2024-08-13,25,22,36,83
A02637,2024-09-21,11,22,28,61
A02638,2024-03-31,28,12,26,66
A02639,2024-02-12,29,40,32,101
A02640,2024-08-15,33,26,17,76
A02641,2024-11-03,30,35,34,99
A02642,2024-03-15,36,36,17,89
A02643,2024-11-25,24,27,28,79
A02644,2024-08-20,36,39,31,106
A02645,2024-06-16,38,39,21,98
A02646,2024-06-23,13,31,34,78
A02647,2024-04-04,39,19,29,87
A02648,2024-05-28,28,25,34,87
A02649,2024-09-01,27,16,34,77
A02650,2024-08-02,21,19,30,70
A02651,2024-07-29,27,15,25,67
A02652,2024-07-09,30,31,31,92
A02653,2024-02-28,17,39,23,79
A02654,2024-09-30,22,35,21,78
A02655,2024-05-29,38,11,13,62
A02656,2024-11-22,28,37,40,105
A02657,2024-11-05,36,17,15,68
A02658,2024-08-17,38,10,34,82
A02659,2024-08-03,13,22,27,62
A02660,2024-10-25,24,15,26,65
A02661,2024-05-25,39,16,30,85
A02662,2024-10-04,19,18,25,62
A02663,2023-12-26,31,25,32,88
A02664,2024-03-07,32,27,34,93
A02665,2024-04-14,29,23,19,71
A02666,2024-12-04,36,28,30,94
A02667,2023-12-22,13,21,15,49
A02668,2024-03-29,34,17,28,79
A02669,2024-08-04,24,40,29,93
A02670,2024-05-30,28,34,32,94
A02671,2024-02-16,24,14,33,71
A02672,2024-10-16,38,31,25,94
A02673,2024-10-19,30,19,23,72
A02674,2024-01-26,37,11,14,62
A02675,2024-07-14,24,15,29,68
A02676,2024-10-20,17,39,40,96
A02677,2024-10-24,38,11,37,86
A02678,2024-07-16,15,17,10,42
A02679,2024-07-04,16,17,15,48
A02680,2023-12-11,14,24,10,48
A02681,2024-11-06,23,17,40,80
A02682,2024-07-10,15,27,10,52
A02683,2024-11-01,15,35,11,61
A02684,2024-04-24,28,22,30,80
A02685,2024-12-07,29,20,22,71
A02686,2024-11-15,31,33,29,93
A02687,2024-06-03,36,20,21,77
A02688,2024-06-24,15,11,14,40
A02689,2024-07-09,26,14,19,59
A02690,2024-10-21,32,24,15,71
A02691,2024-08-27,26,21,33,80
A02692,2024-04-29,40,19,13,72
A02693,2023-12-30,12,12,27,51
A02694,2024-06-09,31,21,32,84
A02695,2024-05-24,29,29,34,92
A02696,2024-10-15,17,36,20,73
A02697,2024-10-31,13,32,29,74
A02698,2024-12-07,19,14,15,48
A02699,2024-07-10,26,28,19,73
A02700,2024-08-03,31,34,32,97
A02701,2024-11-07,24,24,16,64
A02702,2023-12-19,14,39,22,75
A02703,2024-10-18,23,18,15,56
A02704,2024-12-05,35,19,27,81
A02705,2024-06-16,15,22,22,59
A02706,2024-04-07,34,19,23,76
A02707,2024-08-05,21,19,40,80
A02708,2024-07-12,23,17,39,79
A02709,2024-08-22,28,26,15,69
A02710,2023-12-22,22,20,34,76
A02711,2024-10-08,28,26,37,91
A02712,2024-11-13,34,18,35,87
A02713,2024-10-05,31,30,21,82
A02714,2024-11-18,27,25,38,90
A02715,2024-07-11,38,17,37,92
A02716,2024-01-31,26,29,35,90
A02717,2024-04-23,34,12,27,73
A02718,2024-06-29,22,14,17,53
A02719,2024-03-02,15,16,38,69
A02720,2024-05-22,14,16,36,66
A02721,2024-03-05,34,29,11,74
A02722,2024-07-31,18,28,19,65
A02723,2023-12-17,16,30,30,76
A02724,2024-07-26,30,34,37,101
A02725,2024-03-26,16,17,27,60
A02726,2024-09-22,24,15,30,69
A02727,2024-08-17,17,37,33,87
A02728,2024-10-13,25,38,20,83
A02729,2024-06-15,33,35,32,100
A02730,2024-03-18,15,10,15,40
A02731,2024-07-06,27,19,15,61
A02732,2024-04-18,24,13,32,69
A02733,2024-09-08,12,29,30,71
A02734,2024-05-14,12,28,40,80
A02735,2024-09-23,36,22,40,98
A02736,2024-04-12,22,21,40,83
A02737,2024-07-22,38,39,24,101
A02738,2024-05-12,36,19,12,67
A02739,2024-06-27,18,16,22,56
A02740,2024-04-09,23,25,14,62
A02741,2024-11-13,27,29,36,92
A02742,2024-10-01,30,26,28,84
A02743,2024-01-05,40,19,26,85
A02744,2024-03-05,16,37,10,63
A02745,2024-11-15,12,33,37,82
A02746,2023-12-27,34,19,21,74
A02747,2024-05-01,30,21,15,66
A02748,2024-06-03,13,31,36,80
A02749,2024-02-27,30,38,33,101
A02750,2024-09-28,19,20,39,78
A02751,2024-04-17,23,12,15,50
A02752,2024-03-13,30,27,30,87
A02753,2024-09-09,29,33,21,83
A02754,2024-08-22,32,29,35,96
A02755,2024-12-07,10,15,19,44
A02756,2024-05-10,18,16,39,73
A02757,2023-12-13,30,37,16,83
A02758,2024-01-20,38,10,40,88
A02759,2024-05-19,11,14,38,63
A02760,2024-01-31,36,25,35,96
A02761,2024-08-06,36,26,14,76
A02762,2024-02-04,39,17,30,86
A02763,2024-02-08,31,28,12,71
A02764,2024-10-10,25,23,37,85
A02765,2024-07-01,21,16,13,50
A02766,2024-05-04,32,14,25,71
A02767,2024-11-13,25,28,15,68
A02768,2024-10-25,13,23,15,51
A02769,2024-02-23,11,13,36,60
A02770,2024-04-07,19,14,13,46
A02771,2024-05-27,16,32,31,79
A02772,2024-07-23,18,21,35,74
A02773,2024-09-27,22,26,26,74
A02774,2024-05-03,10,38,32,80
A02775,2024-07-12,18,21,10,49
A02776,2024-09-17,35,11,19,65
A02777,2024-09-12,22,21,20,63
A02778,2024-11-02,16,33,20,69
A02779,2024-06-24,12,40,23,75
A02780,2024-08-18,14,22,40,76
A02781,2024-02-10,29,34,23,86
A02782,2024-09-13,18,36,31,85
A02783,2024-08-05,23,27,18,68
A02784,2023-12-20,35,31,10,76
A02785,2024-11-04,13,18,18,49
A02786,2024-09-22,21,12,32,65
A02787,2023-12-16,35,38,20,93
A02788,2024-09-22,40,15,31,86
A02789,2024-01-20,21,34,21,76
A02790,2024-08-12,11,20,14,45
A02791,2024-01-08,22,32,14,68
A02792,2024-11-24,38,39,19,96
A02793,2024-07-05,15,18,37,70
A02794,2024-08-31,29,27,31,87
A02795,2024-04-18,23,40,10,73
A02796,2024-05-31,25,18,37,80
A02797,2024-04-12,16,35,26,77
A02798,2024-06-08,18,14,36,68
A02799,2024-11-12,16,38,32,86
A02800,2024-01-28,36,40,38,114
A02801,2024-05-31,36,30,14,80
A02802,2024-02-08,26,37,40,103
A02803,2024-03-18,26,27,12,65
A02804,2024-08-20,31,12,15,58
A02805,2024-02-05,34,19,12,65
A02806,2024-11-08,12,40,33,85
A02807,2024-03-19,40,17,17,74
A02808,2024-01-15,12,24,23,59
A02809,2024-08-22,31,16,31,78
A02810,2024-12-09,34,40,23,97
A02811,2024-02-04,34,15,40,89
A02812,2024-04-22,23,14,13,50
A02813,2024-02-12,30,12,21,63
A02814,2023-12-18,23,37,16,76
A02815,2024-06-27,37,18,12,67
A02816,2023-12-20,32,30,37,99
A02817,2024-11-28,16,34,10,60
A02818,2024-03-15,21,12,17,50
A02819,2024-04-20,15,21,35,71
A02820,2024-08-10,24,21,24,69
A02821,2024-03-24,40,13,25,78
A02822,2024-11-15,25,32,17,74
A02823,2024-12-05,32,12,12,56
A02824,2024-03-07,40,15,26,81
A02825,2024-05-07,29,21,20,70
A02826,2024-11-14,19,21,14,54
A02827,2024-04-19,31,19,36,86
A02828,2024-10-12,21,10,36,67
A02829,2024-04-16,24,14,25,63
A02830,2024-06-02,14,29,25,68
A02831,2024-03-15,10,25,10,45
A02832,2024-12-09,37,24,25,86
A02833,2024-05-13,12,14,11,37
A02834,2024-07-15,16,33,32,81
A02835,2024-08-13,12,14,20,46
A02836,2024-09-26,18,13,25,56
A02837,2024-11-08,12,23,18,53
A02838,2024-10-28,28,33,28,89
A02839,2024-02-19,23,36,35,94
A02840,2024-01-24,38,34,22,94
A02841,2024-07-16,15,35,19,69
A02842,2024-07-10,32,36,12,80
A02843,2023-12-20,14,36,36,86
A02844,2024-03-22,36,38,16,90
A02845,2024-09-19,26,37,17,80
A02846,2024-04-26,22,26,36,84
A02847,2024-04-27,35,33,14,82
A02848,2024-09-15,36,24,35,95
A02849,2024-11-22,17,10,28,55
A02850,2024-02-29,21,15,22,58
A02851,2024-07-08,14,36,36,86
A02852,2024-01-08,32,10,36,78
A02853,2024-12-05,33,31,39,103
A02854,2024-10-21,26,35,10,71
A02855,2024-03-17,19,32,23,74
A02856,2024-10-11,31,22,38,91
A02857,2024-08-26,20,16,38,74
A02858,2024-01-14,11,26,11,48
A02859,2024-10-12,36,31,26,93
A02860,2024-12-06,16,30,32,78
A02861,2024-07-25,39,30,13,82
A02862,2024-08-31,40,16,16,72
A02863,2024-09-23,20,34,40,94
A02864,2024-08-20,32,10,22,64
A02865,2024-07-03,10,40,25,75
A02866,2024-08-16,12,23,26,61
A02867,2024-09-16,18,28,18,64
A02868,2024-05-30,19,29,34,82
A02869,2024-10-31,33,10,33,76
A02870,2024-04-07,13,34,27,74
A02871,2024-11-03,12,38,14,64
A02872,2024-06-26,15,26,11,52
A02873,2024-06-28,16,32,27,75
A02874,2024-05-02,13,36,32,81
A02875,2024-10-23,22,26,36,84
A02876,2024-02-24,25,17,31,73
A02877,2024-04-25,29,37,28,94
A02878,2024-04-14,27,36,26,89
A02879,2024-07-31,22,23,10,55
A02880,2024-03-04,30,23,15,68
A02881,2024-03-15,29,26,18,73
A02882,2024-05-15,39,21,28,88
A02883,2024-10-29,36,34,27,97
A02884,2024-01-03,20,13,12,45
A02885,2024-06-28,18,32,32,82
A02886,2024-03-27,19,20,37,76
A02887,2024-05-19,23,26,23,72
A02888,2024-07-24,34,40,36,110
A02889,2023-12-26,14,33,37,84
A02890,2024-01-30,36,13,32,81
A02891,2023-12-28,12,31,31,74
A02892,2024-03-19,22,32,27,81
A02893,2024-01-15,19,20,21,60
A02894,2024-10-31,32,40,40,112
A02895,2024-11-02,19,13,13,45
A02896,2024-11-01,17,28,17,62
A02897,2024-02-17,34,27,17,78
A02898,2024-06-05,23,26,19,68
A02899,2024-04-17,11,16,32,59
A02900,2023-12-10,23,34,36,93
A02901,2024-10-12,18,22,36,76
A02902,2024-04-12,35,19,23,77
A02903,2024-10-04,35,10,19,64
A02904,2024-09-07,13,32,12,57
A02905,2024-07-14,30,15,25,70
A02906,2024-12-02,22,23,33,78
A02907,2024-11-16,13,30,13,56
A02908,2024-10-09,14,40,35,89
A02909,2024-02-16,25,15,17,57
A02910,2024-07-30,34,28,22,84
A02911,2023-12-22,22,15,28,65
A02912,2024-11-08,13,34,27,74
A02913,2024-04-20,34,24,12,70
A02914,2024-06-30,19,17,24,60
A02915,2024-06-11,29,21,13,63
A02916,2024-03-30,18,32,27,77
A02917,2024-06-28,22,34,21,77
A02918,2024-05-03,17,35,24,76
A02919,2024-11-14,39,10,31,80
A02920,2024-09-10,30,33,10,73
A02921,2024-10-15,15,32,23,70
A02922,2024-08-06,25,26,10,61
A02923,2023-12-22,20,14,23,57
A02924,2024-11-11,35,32,36,103
A02925,2023-12-18,19,29,23,71
A02926,2024-03-05,18,21,22,61
A02927,2024-04-02,21,24,40,85
A02928,2024-01-10,35,40,15,90
A02929,2023-12-22,35,20,12,67
A02930,2024-09-13,32,26,30,88
A02931,2024-10-07,23,16,11,50
A02932,2024-03-17,20,11,11,42
A02933,2024-08-19,10,17,33,60
A02934,2024-05-19,10,27,36,73
