ApplicationID,Channel,Date,MessageType,ResponseTime (hours)
A03787,Phone Call,2024-10-02,Thank You,48
A03788,Phone Call,2023-12-31,Application Status,2
A03789,Phone Call,2024-02-08,Reminder,12
A03790,Email,2024-07-23,Thank You,12
A03791,Email,2023-12-27,Application Status,24
A03792,Phone Call,2024-12-09,Application Status,4
A03793,Phone Call,2024-01-03,Application Status,6
A03794,WhatsApp,2023-12-13,Reminder,2
A03795,WhatsApp,2024-05-10,Follow-Up,4
A03796,WhatsApp,2024-07-15,Thank You,
A03797,WhatsApp,2024-09-24,Reminder,12
A03798,WhatsApp,2024-11-15,Reminder,24
A03799,WhatsApp,2024-06-29,Follow-Up,12
A03800,WhatsApp,2024-05-25,Reminder,2
A03801,WhatsApp,2024-01-06,Reminder,24
A03802,WhatsApp,2024-11-14,Application Status,6
A03803,Email,2024-08-17,Follow-Up,2
A03804,WhatsApp,2024-05-27,Thank You,24
A03805,Email,2023-12-27,Reminder,12
A03806,Phone Call,2024-04-11,Thank You,12
A03807,Email,2024-07-15,Thank You,
A03808,WhatsApp,2024-09-21,Thank You,
A03809,Email,2024-04-27,Follow-Up,48
A03810,Phone Call,2023-12-12,Application Status,4
A03811,Phone Call,2024-02-27,Thank You,12
A03812,Email,2024-06-09,Follow-Up,2
A03813,Email,2024-02-17,Reminder,12
A03814,WhatsApp,2024-12-01,Application Status,4
A03815,WhatsApp,2024-02-26,Follow-Up,48
A03816,WhatsApp,2024-02-14,Thank You,12
A03817,Email,2024-08-04,Reminder,
A03818,Email,2024-06-28,Follow-Up,48
A03819,WhatsApp,2024-09-15,Thank You,
A03820,WhatsApp,2024-02-10,Reminder,
A03821,Phone Call,2024-02-25,Reminder,48
A03822,Email,2024-12-07,Follow-Up,6
A03823,WhatsApp,2024-03-28,Thank You,6
A03824,Phone Call,2024-12-08,Follow-Up,
A03825,Email,2024-02-11,Follow-Up,4
A03826,Phone Call,2024-10-26,Thank You,24
A03827,WhatsApp,2024-01-17,Application Status,6
A03828,Phone Call,2024-07-14,Follow-Up,6
A03829,Phone Call,2024-11-14,Follow-Up,24
A03830,Email,2023-12-16,Follow-Up,2
A03831,WhatsApp,2024-07-21,Follow-Up,12
A03832,Email,2024-07-15,Application Status,12
A03833,Phone Call,2024-11-04,Application Status,48
A03834,Phone Call,2024-05-21,Reminder,6
A03835,WhatsApp,2024-07-31,Reminder,48
A03836,Phone Call,2024-11-09,Reminder,4
A03837,WhatsApp,2024-08-17,Thank You,
A03838,WhatsApp,2024-01-29,Follow-Up,48
A03839,Email,2024-04-04,Reminder,24
A03840,Phone Call,2024-10-18,Application Status,48
A03841,Phone Call,2024-09-25,Follow-Up,48
A03842,WhatsApp,2023-12-11,Thank You,24
A03843,WhatsApp,2023-12-13,Follow-Up,
A03844,Phone Call,2023-12-14,Follow-Up,
A03845,WhatsApp,2024-01-18,Thank You,6
A03846,Email,2024-08-26,Follow-Up,12
A03847,Phone Call,2024-11-26,Reminder,6
A03848,Email,2024-11-13,Reminder,
A03849,Phone Call,2024-09-27,Follow-Up,4
A03850,Email,2024-09-12,Thank You,48
A03851,Phone Call,2024-03-31,Follow-Up,4
A03852,Email,2024-01-16,Application Status,2
A03853,Email,2024-05-24,Thank You,
A03854,Phone Call,2024-03-31,Follow-Up,24
A03855,Phone Call,2024-12-08,Thank You,24
A03856,Email,2024-11-03,Application Status,48
A03857,Email,2024-06-03,Reminder,12
A03858,WhatsApp,2024-08-04,Follow-Up,48
A03859,Phone Call,2024-09-27,Thank You,
A03860,Phone Call,2024-04-11,Thank You,
A03861,WhatsApp,2024-01-12,Thank You,2
A03862,Email,2024-04-05,Application Status,6
A03863,WhatsApp,2024-10-02,Follow-Up,12
A03864,Phone Call,2024-08-16,Thank You,12
A03865,WhatsApp,2024-02-24,Follow-Up,
A03866,Email,2024-10-21,Thank You,2
A03867,WhatsApp,2024-10-18,Thank You,48
A03868,Email,2024-02-24,Follow-Up,2
A03869,Email,2024-12-07,Reminder,24
A03870,Phone Call,2024-03-24,Application Status,24
A03871,Email,2024-07-05,Follow-Up,24
A03872,Phone Call,2024-09-19,Application Status,2
A03873,WhatsApp,2024-05-24,Thank You,4
A03874,Email,2024-09-10,Application Status,
A03875,Email,2024-10-27,Follow-Up,4
A03876,Phone Call,2023-12-27,Follow-Up,12
A03877,WhatsApp,2024-07-15,Follow-Up,4
A03878,Phone Call,2024-10-23,Thank You,6
A03879,Email,2024-10-16,Follow-Up,4
A03880,WhatsApp,2024-04-19,Application Status,24
A03881,Email,2024-10-17,Application Status,2
A03882,WhatsApp,2024-06-12,Thank You,24
A03883,Phone Call,2024-07-24,Follow-Up,24
A03884,Email,2023-12-29,Follow-Up,
A03885,Email,2024-10-04,Application Status,4
A03886,Phone Call,2024-06-09,Application Status,6
A03887,Phone Call,2024-10-12,Thank You,12
A03888,WhatsApp,2023-12-26,Application Status,24
A03889,WhatsApp,2024-04-27,Thank You,4
A03890,Email,2023-12-14,Reminder,4
A03891,Phone Call,2024-03-18,Thank You,6
A03892,Phone Call,2024-05-18,Thank You,48
A03893,Phone Call,2024-07-30,Thank You,48
A03894,Email,2024-10-02,Reminder,24
A03895,Phone Call,2024-05-03,Application Status,48
A03896,WhatsApp,2024-08-14,Application Status,
A03897,Email,2024-08-25,Application Status,12
A03898,Email,2024-01-27,Thank You,48
A03899,WhatsApp,2024-07-07,Follow-Up,12
A03900,Email,2024-09-18,Thank You,12
A03901,Email,2024-02-10,Application Status,6
A03902,WhatsApp,2023-12-26,Follow-Up,48
A03903,Email,2024-08-12,Application Status,2
A03904,Email,2024-10-24,Reminder,4
A03905,Email,2024-05-07,Follow-Up,6
A03906,Phone Call,2023-12-20,Thank You,24
A03907,Phone Call,2024-10-02,Application Status,6
A03908,Phone Call,2024-01-19,Application Status,2
A03909,Phone Call,2024-12-08,Follow-Up,6
A03910,Email,2024-09-15,Application Status,4
A03911,Email,2024-09-26,Application Status,24
A03912,WhatsApp,2024-09-29,Thank You,48
A03913,WhatsApp,2024-01-04,Application Status,12
A03914,Email,2024-06-05,Application Status,12
A03915,Email,2024-08-17,Application Status,
A03916,Email,2024-03-07,Application Status,12
A03917,Email,2024-01-09,Application Status,
A03918,Email,2024-08-12,Application Status,12
A03919,WhatsApp,2024-11-29,Reminder,4
A03920,Phone Call,2024-09-04,Reminder,
A03921,WhatsApp,2023-12-30,Thank You,12
A03922,Email,2024-10-25,Application Status,4
A03923,WhatsApp,2024-08-29,Follow-Up,
A03924,Phone Call,2024-10-23,Application Status,2
A03925,Email,2024-10-16,Follow-Up,2
A03926,Email,2024-02-19,Application Status,48
A03927,Phone Call,2024-05-19,Reminder,4
A03928,Email,2024-11-22,Reminder,24
A03929,Email,2024-02-14,Thank You,12
A03930,Phone Call,2024-11-29,Application Status,6
A03931,Email,2024-01-01,Thank You,24
A03932,Phone Call,2024-11-30,Thank You,48
A03933,Email,2024-01-08,Application Status,6
A03934,Phone Call,2024-07-20,Follow-Up,4
A03935,Email,2024-01-29,Follow-Up,6
A03936,WhatsApp,2024-09-29,Thank You,2
A03937,WhatsApp,2024-07-02,Application Status,12
A03938,Email,2024-03-06,Follow-Up,6
A03939,Email,2024-03-28,Reminder,12
A03940,WhatsApp,2024-08-19,Thank You,24
A03941,WhatsApp,2024-09-04,Follow-Up,
A03942,WhatsApp,2024-07-05,Reminder,4
A03943,WhatsApp,2024-01-29,Reminder,6
A03944,Email,2024-10-15,Application Status,48
A03945,Email,2024-07-08,Reminder,2
A03946,Email,2024-01-15,Follow-Up,4
A03947,WhatsApp,2024-09-02,Application Status,12
A03948,WhatsApp,2024-07-17,Application Status,2
A03949,Email,2024-10-19,Follow-Up,
A03950,Email,2024-12-02,Reminder,48
A03951,Phone Call,2024-01-28,Thank You,12
A03952,Email,2024-04-21,Thank You,24
A03953,Phone Call,2024-05-24,Thank You,
A03954,Phone Call,2024-11-23,Application Status,12
A03955,WhatsApp,2024-04-07,Reminder,48
A03956,Email,2024-01-29,Application Status,2
A03957,Email,2024-02-14,Reminder,6
A03958,WhatsApp,2024-08-15,Thank You,4
A03959,WhatsApp,2024-01-21,Thank You,12
A03960,Email,2024-09-03,Reminder,
A03961,Phone Call,2024-07-25,Follow-Up,12
A03962,WhatsApp,2024-06-28,Reminder,
A03963,Email,2024-04-05,Application Status,24
A03964,WhatsApp,2024-05-15,Reminder,48
A03965,Email,2024-02-27,Thank You,12
A03966,Email,2024-01-07,Reminder,24
A03967,Phone Call,2024-11-23,Reminder,4
A03968,WhatsApp,2024-05-27,Application Status,2
A03969,WhatsApp,2024-07-29,Application Status,4
A03970,Phone Call,2024-07-05,Reminder,24
A03971,Email,2023-12-17,Application Status,4
A03972,Phone Call,2024-10-13,Application Status,2
A03973,WhatsApp,2024-08-05,Thank You,12
A03974,WhatsApp,2024-04-21,Thank You,24
A03975,Phone Call,2024-02-06,Thank You,2
A03976,WhatsApp,2024-06-04,Reminder,
A03977,Phone Call,2024-01-12,Reminder,
A03978,Phone Call,2024-07-25,Application Status,24
A03979,Phone Call,2024-09-13,Application Status,48
A03980,Email,2024-03-19,Follow-Up,48
A03981,Phone Call,2024-04-27,Application Status,
A03982,Email,2024-07-26,Follow-Up,12
A03983,Email,2024-11-30,Reminder,2
A03984,Phone Call,2024-08-30,Reminder,24
A03985,WhatsApp,2024-04-27,Follow-Up,4
A03986,Phone Call,2024-02-17,Follow-Up,4
A03987,WhatsApp,2024-02-14,Application Status,2
A03988,Email,2024-07-13,Reminder,48
A03989,Phone Call,2024-08-07,Reminder,4
A03990,Phone Call,2024-10-14,Reminder,6
A03991,Email,2024-05-20,Application Status,
A03992,Phone Call,2024-02-10,Thank You,
A03993,Phone Call,2024-07-15,Thank You,
A03994,WhatsApp,2023-12-12,Thank You,2
A03995,WhatsApp,2024-03-07,Follow-Up,24
A03996,Email,2024-03-28,Application Status,48
A03997,Phone Call,2024-03-22,Thank You,12
A03998,Email,2024-06-03,Thank You,2
A03999,Phone Call,2024-02-02,Reminder,24
A04000,WhatsApp,2024-10-25,Follow-Up,6
A04001,Email,2024-10-06,Reminder,48
A04002,Email,2024-04-24,Application Status,48
A04003,Email,2024-12-09,Reminder,12
A04004,Phone Call,2024-09-14,Follow-Up,
A04005,WhatsApp,2024-08-15,Application Status,4
A04006,WhatsApp,2023-12-16,Reminder,2
A04007,WhatsApp,2024-10-18,Application Status,48
A04008,WhatsApp,2024-07-22,Application Status,24
A04009,Phone Call,2024-03-02,Thank You,4
A04010,WhatsApp,2023-12-21,Reminder,24
A04011,WhatsApp,2024-06-07,Reminder,48
A04012,Email,2024-07-19,Follow-Up,24
A04013,WhatsApp,2024-01-07,Follow-Up,2
A04014,Phone Call,2024-02-12,Thank You,24
A04015,WhatsApp,2024-01-14,Thank You,12
A04016,Email,2024-09-20,Thank You,48
A04017,Phone Call,2024-07-05,Thank You,6
A04018,Phone Call,2024-09-25,Follow-Up,4
A04019,Email,2024-04-15,Reminder,
A04020,WhatsApp,2024-04-11,Application Status,
A04021,Email,2024-09-24,Follow-Up,4
A04022,Email,2024-02-26,Follow-Up,
A04023,Phone Call,2024-03-29,Application Status,12
A04024,Phone Call,2024-03-15,Application Status,
A04025,Phone Call,2024-07-28,Thank You,2
A04026,WhatsApp,2024-12-08,Thank You,4
A04027,WhatsApp,2024-02-17,Reminder,4
A04028,WhatsApp,2024-01-28,Thank You,4
A04029,WhatsApp,2024-08-03,Thank You,
A04030,Phone Call,2024-11-15,Application Status,2
A04031,Phone Call,2024-11-11,Follow-Up,12
A04032,Email,2024-02-01,Application Status,
A04033,WhatsApp,2024-02-11,Thank You,12
A04034,Email,2024-01-22,Follow-Up,24
A04035,Phone Call,2024-01-30,Application Status,4
A04036,Email,2024-09-12,Follow-Up,24
A04037,Email,2024-07-24,Thank You,2
A04038,WhatsApp,2024-04-13,Thank You,24
A04039,WhatsApp,2024-05-10,Thank You,24
A04040,Email,2024-01-14,Reminder,2
A04041,Email,2024-04-23,Application Status,2
A04042,WhatsApp,2024-02-17,Reminder,2
A04043,Phone Call,2024-01-06,Follow-Up,
A04044,Email,2024-03-27,Reminder,12
A04045,WhatsApp,2024-10-16,Application Status,24
A04046,Phone Call,2024-08-20,Follow-Up,2
A04047,WhatsApp,2024-05-29,Follow-Up,24
A04048,Email,2024-11-10,Application Status,6
A04049,Phone Call,2024-06-20,Reminder,12
A04050,WhatsApp,2024-06-06,Reminder,6
A04051,Email,2024-10-26,Reminder,24
A04052,WhatsApp,2024-07-22,Reminder,48
A04053,Email,2023-12-17,Thank You,24
A04054,Phone Call,2024-02-16,Reminder,6
A04055,Email,2024-01-03,Follow-Up,4
A04056,Phone Call,2024-03-08,Reminder,12
A04057,WhatsApp,2024-08-14,Follow-Up,2
A04058,Phone Call,2024-05-31,Follow-Up,
A04059,Phone Call,2024-06-25,Thank You,4
A04060,Email,2024-11-01,Thank You,2
A04061,WhatsApp,2023-12-20,Thank You,2
A04062,Email,2024-04-03,Application Status,24
A04063,Phone Call,2024-08-18,Thank You,2
A04064,WhatsApp,2024-05-04,Application Status,48
A04065,Phone Call,2024-11-08,Follow-Up,6
A04066,Phone Call,2024-02-15,Reminder,48
A04067,WhatsApp,2024-01-06,Thank You,6
A04068,WhatsApp,2024-01-20,Reminder,48
A04069,Email,2024-01-07,Application Status,6
A04070,Phone Call,2024-05-27,Thank You,
A04071,WhatsApp,2023-12-15,Thank You,48
A04072,Email,2024-07-05,Application Status,4
A04073,WhatsApp,2024-02-17,Application Status,2
A04074,Email,2024-04-08,Thank You,6
A04075,WhatsApp,2024-11-06,Thank You,
A04076,Email,2024-11-07,Thank You,48
A04077,Phone Call,2024-02-01,Reminder,2
A04078,WhatsApp,2024-10-19,Follow-Up,24
A04079,Email,2024-05-25,Thank You,2
A04080,WhatsApp,2024-11-14,Thank You,12
A04081,Phone Call,2024-09-17,Follow-Up,48
A04082,WhatsApp,2024-09-19,Thank You,4
A04083,Email,2024-05-06,Reminder,6
A04084,WhatsApp,2024-02-24,Application Status,12
A04085,WhatsApp,2024-10-25,Reminder,24
A04086,Phone Call,2024-08-30,Reminder,4
A04087,Phone Call,2024-02-14,Application Status,48
A04088,Phone Call,2024-12-01,Thank You,2
A04089,WhatsApp,2023-12-31,Follow-Up,12
A04090,Email,2024-04-14,Application Status,2
A04091,Phone Call,2024-10-15,Application Status,4
A04092,WhatsApp,2023-12-18,Application Status,12
A04093,Email,2024-05-28,Application Status,12
A04094,Email,2024-06-03,Application Status,6
A04095,WhatsApp,2024-08-18,Application Status,2
A04096,Phone Call,2024-04-20,Follow-Up,4
A04097,WhatsApp,2023-12-17,Application Status,12
A04098,Email,2024-08-13,Application Status,24
A04099,Phone Call,2024-11-03,Reminder,6
A04100,Phone Call,2024-10-19,Follow-Up,
A04101,Email,2024-02-24,Application Status,4
A04102,Email,2024-09-25,Thank You,2
A04103,Phone Call,2024-07-01,Thank You,6
A04104,Email,2024-08-28,Application Status,4
A04105,Email,2024-05-18,Reminder,12
A04106,WhatsApp,2024-09-16,Reminder,48
A04107,WhatsApp,2024-11-16,Thank You,6
A04108,Phone Call,2024-03-29,Reminder,
A04109,Email,2024-08-13,Application Status,
A04110,Email,2024-08-02,Thank You,6
A04111,Email,2024-07-03,Follow-Up,6
A04112,Email,2024-06-08,Follow-Up,12
A04113,Email,2024-08-31,Follow-Up,4
A04114,WhatsApp,2024-10-10,Application Status,
A04115,Phone Call,2024-08-01,Thank You,48
A04116,WhatsApp,2024-10-17,Thank You,
A04117,WhatsApp,2024-04-14,Thank You,2
A04118,Phone Call,2024-05-19,Thank You,2
A04119,Phone Call,2024-04-03,Thank You,2
A04120,Phone Call,2024-10-03,Thank You,24
A04121,WhatsApp,2024-09-28,Thank You,24
A04122,Email,2024-06-17,Application Status,12
A04123,Phone Call,2023-12-21,Thank You,2
A04124,Email,2024-01-18,Thank You,6
A04125,WhatsApp,2024-09-08,Follow-Up,6
A04126,WhatsApp,2024-02-03,Reminder,
A04127,Phone Call,2024-02-20,Application Status,4
A04128,WhatsApp,2024-02-04,Application Status,
A04129,Phone Call,2024-03-15,Application Status,6
A04130,WhatsApp,2024-05-24,Application Status,
A04131,Phone Call,2024-12-08,Application Status,2
A04132,Phone Call,2024-07-15,Reminder,12
A04133,Email,2024-07-23,Application Status,6
A04134,Phone Call,2023-12-12,Thank You,48
A04135,Phone Call,2024-05-10,Reminder,
A04136,WhatsApp,2024-11-17,Application Status,12
A04137,WhatsApp,2024-02-10,Application Status,12
A04138,Email,2024-07-04,Application Status,6
A04139,Email,2024-09-09,Application Status,2
A04140,WhatsApp,2024-09-13,Thank You,4
A04141,WhatsApp,2024-12-01,Application Status,
A04142,WhatsApp,2024-07-10,Thank You,6
A04143,Email,2024-07-16,Application Status,
A04144,WhatsApp,2024-07-03,Follow-Up,48
A04145,Email,2024-12-03,Reminder,48
A04146,Email,2024-08-19,Follow-Up,48
A04147,WhatsApp,2024-02-25,Reminder,24
A04148,Email,2024-04-10,Thank You,6
A04149,WhatsApp,2024-07-25,Application Status,12
A04150,Email,2024-02-01,Follow-Up,12
A04151,Phone Call,2024-04-23,Thank You,
A04152,Email,2024-05-20,Reminder,12
A04153,Email,2024-08-21,Reminder,4
A04154,Phone Call,2024-07-15,Reminder,48
A04155,Email,2024-01-06,Thank You,4
A04156,Phone Call,2024-02-29,Follow-Up,12
A04157,Phone Call,2024-11-17,Follow-Up,12
A04158,Email,2024-06-24,Thank You,12
A04159,Phone Call,2024-01-23,Follow-Up,6
A04160,Phone Call,2024-02-03,Follow-Up,12
A04161,Email,2024-09-29,Follow-Up,48
A04162,Email,2024-11-14,Application Status,48
A04163,Phone Call,2024-05-09,Follow-Up,2
A04164,Phone Call,2024-07-10,Application Status,2
A04165,Email,2024-05-28,Follow-Up,6
A04166,WhatsApp,2024-11-14,Follow-Up,48
A04167,Phone Call,2024-03-08,Follow-Up,2
A04168,Phone Call,2024-01-26,Reminder,24
A04169,Phone Call,2024-11-08,Reminder,12
A04170,Phone Call,2024-10-31,Follow-Up,48
A04171,Phone Call,2024-03-26,Reminder,2
A04172,Phone Call,2024-10-02,Application Status,24
A04173,WhatsApp,2024-10-29,Reminder,24
A04174,Email,2024-07-24,Reminder,24
A04175,Phone Call,2024-04-02,Reminder,12
A04176,Email,2024-08-27,Application Status,2
A04177,Phone Call,2024-12-09,Thank You,48
A04178,Phone Call,2024-09-15,Thank You,48
A04179,WhatsApp,2024-10-15,Thank You,6
A04180,Phone Call,2024-09-13,Thank You,24
A04181,WhatsApp,2024-03-26,Follow-Up,4
A04182,Email,2024-03-11,Follow-Up,
A04183,WhatsApp,2024-01-22,Reminder,2
A04184,WhatsApp,2024-08-16,Thank You,4
A04185,Email,2024-05-05,Application Status,4
A04186,Email,2024-03-14,Follow-Up,4
A04187,Phone Call,2024-09-15,Thank You,24
A04188,Phone Call,2024-03-30,Application Status,48
A04189,WhatsApp,2024-05-16,Reminder,6
A04190,Email,2024-04-28,Thank You,12
A04191,Phone Call,2024-11-23,Thank You,
A04192,Email,2023-12-12,Reminder,24
A04193,Email,2024-06-20,Reminder,6
A04194,WhatsApp,2024-09-01,Application Status,2
A04195,Phone Call,2024-04-18,Application Status,12
A04196,Email,2024-10-04,Reminder,24
A04197,WhatsApp,2024-10-04,Reminder,
A04198,Email,2024-04-25,Thank You,12
A04199,WhatsApp,2024-10-23,Thank You,12
A04200,Phone Call,2024-07-08,Follow-Up,12
A04201,Phone Call,2024-04-05,Thank You,6
A04202,Phone Call,2024-04-24,Follow-Up,6
A04203,Email,2024-07-04,Application Status,2
A04204,Phone Call,2024-10-18,Application Status,24
A04205,Email,2024-05-12,Application Status,48
A04206,Phone Call,2024-04-15,Follow-Up,2
A04207,Email,2024-04-07,Thank You,48
A04208,Phone Call,2024-07-21,Thank You,4
A04209,Phone Call,2024-08-18,Reminder,12
A04210,Phone Call,2023-12-21,Thank You,24
A04211,WhatsApp,2024-03-28,Follow-Up,4
A04212,Phone Call,2024-06-05,Thank You,4
A04213,WhatsApp,2024-07-23,Follow-Up,
A04214,Email,2024-01-07,Reminder,12
A04215,WhatsApp,2024-06-11,Follow-Up,48
A04216,WhatsApp,2024-06-12,Thank You,4
A04217,Email,2024-12-05,Application Status,2
A04218,Phone Call,2023-12-30,Follow-Up,48
A04219,WhatsApp,2024-10-10,Follow-Up,
A04220,WhatsApp,2024-02-19,Follow-Up,12
A04221,Email,2024-11-21,Follow-Up,48
A04222,WhatsApp,2024-09-15,Reminder,48
A04223,WhatsApp,2024-02-23,Thank You,12
A04224,Email,2024-05-27,Follow-Up,24
A04225,WhatsApp,2024-09-09,Thank You,2
A04226,WhatsApp,2024-02-24,Application Status,2
A04227,Phone Call,2024-03-17,Reminder,4
A04228,Email,2024-02-19,Follow-Up,24
A04229,WhatsApp,2024-12-03,Follow-Up,24
A04230,Phone Call,2024-06-28,Application Status,
A04231,WhatsApp,2024-08-13,Reminder,6
A04232,Phone Call,2023-12-24,Reminder,2
A04233,WhatsApp,2024-10-31,Follow-Up,
A04234,WhatsApp,2024-08-28,Thank You,24
A04235,Phone Call,2024-08-24,Reminder,6
A04236,Phone Call,2024-10-28,Follow-Up,6
A04237,Email,2024-03-20,Follow-Up,12
A04238,WhatsApp,2024-06-25,Reminder,4
A04239,Email,2024-03-19,Follow-Up,48
A04240,Email,2024-07-19,Follow-Up,2
A04241,Phone Call,2024-01-11,Follow-Up,6
A04242,WhatsApp,2024-04-23,Reminder,6
A04243,Phone Call,2023-12-17,Thank You,4
A04244,Phone Call,2024-01-15,Reminder,12
A04245,Phone Call,2024-04-03,Reminder,
A04246,Phone Call,2024-10-24,Reminder,6
A04247,Email,2024-08-01,Reminder,6
A04248,Email,2024-10-14,Follow-Up,4
A04249,Email,2024-05-26,Thank You,2
A04250,Email,2024-08-09,Thank You,2
A04251,Phone Call,2024-06-28,Thank You,4
A04252,Email,2024-06-20,Reminder,4
A04253,Phone Call,2024-05-13,Follow-Up,12
A04254,Phone Call,2024-11-25,Reminder,6
A04255,Phone Call,2024-09-22,Thank You,2
A04256,Phone Call,2024-08-31,Application Status,
A04257,WhatsApp,2024-10-01,Application Status,4
A04258,WhatsApp,2024-09-03,Thank You,6
A04259,WhatsApp,2024-03-19,Application Status,2
A04260,WhatsApp,2024-06-25,Thank You,24
A04261,WhatsApp,2024-02-03,Follow-Up,48
A04262,Phone Call,2024-04-03,Reminder,48
A04263,Email,2024-11-18,Application Status,2
A04264,WhatsApp,2024-02-15,Thank You,6
A04265,Phone Call,2024-04-09,Thank You,6
A04266,WhatsApp,2024-11-12,Application Status,6
A04267,Email,2024-10-06,Reminder,4
A04268,WhatsApp,2024-01-20,Application Status,48
A04269,Phone Call,2024-12-05,Reminder,2
A04270,Email,2024-11-21,Application Status,12
A04271,Email,2024-11-16,Follow-Up,
A04272,Phone Call,2023-12-10,Reminder,12
A04273,Phone Call,2024-11-07,Thank You,6
A04274,Phone Call,2024-04-15,Application Status,2
A04275,Phone Call,2024-11-03,Thank You,24
A04276,Phone Call,2024-10-29,Thank You,12
A04277,Phone Call,2024-05-02,Follow-Up,12
A04278,WhatsApp,2024-04-27,Reminder,24
A04279,Email,2024-01-02,Reminder,12
A04280,Phone Call,2024-08-19,Application Status,2
A04281,Email,2024-06-01,Application Status,48
A04282,Phone Call,2024-02-03,Follow-Up,
A04283,WhatsApp,2024-08-16,Follow-Up,48
A04284,Phone Call,2024-07-03,Thank You,6
A04285,Phone Call,2024-10-19,Reminder,4
A04286,WhatsApp,2024-01-13,Follow-Up,6
A04287,WhatsApp,2024-03-11,Follow-Up,12
A04288,WhatsApp,2024-02-29,Application Status,24
A04289,WhatsApp,2024-09-26,Application Status,2
A04290,Email,2024-02-12,Thank You,2
A04291,Phone Call,2024-02-21,Reminder,4
A04292,Email,2024-11-07,Application Status,2
A04293,WhatsApp,2024-07-17,Application Status,4
A04294,Phone Call,2024-03-01,Application Status,
A04295,Email,2024-07-11,Reminder,
A04296,Phone Call,2024-05-27,Follow-Up,4
A04297,Email,2024-07-06,Follow-Up,
A04298,WhatsApp,2024-11-09,Reminder,4
A04299,Email,2023-12-17,Thank You,24
A04300,Email,2024-01-31,Follow-Up,6
A04301,WhatsApp,2024-08-13,Application Status,4
A04302,Email,2024-04-14,Follow-Up,48
A04303,Email,2024-10-06,Reminder,24
A04304,WhatsApp,2024-09-26,Thank You,2
A04305,WhatsApp,2024-04-17,Reminder,2
A04306,WhatsApp,2024-04-19,Thank You,2
A04307,WhatsApp,2024-06-20,Reminder,6
A04308,Email,2024-02-08,Follow-Up,2
A04309,Email,2024-03-21,Follow-Up,48
A04310,Email,2023-12-12,Thank You,12
A04311,Email,2024-11-02,Application Status,2
A04312,Email,2024-10-02,Thank You,
A04313,WhatsApp,2024-09-24,Application Status,4
A04314,WhatsApp,2024-04-30,Reminder,48
A04315,WhatsApp,2024-08-04,Thank You,
A04316,Phone Call,2024-01-09,Reminder,24
A04317,Phone Call,2024-07-08,Thank You,2
A04318,WhatsApp,2024-03-22,Thank You,4
A04319,Phone Call,2024-01-12,Reminder,2
A04320,WhatsApp,2024-06-16,Application Status,12
A04321,WhatsApp,2024-10-14,Thank You,4
A04322,Phone Call,2024-11-26,Follow-Up,12
A04323,Email,2024-06-17,Follow-Up,6
A04324,Email,2024-11-23,Follow-Up,12
A04325,Email,2024-07-05,Application Status,4
A04326,Phone Call,2024-02-22,Reminder,4
A04327,Email,2024-04-29,Follow-Up,12
A04328,Email,2024-09-20,Follow-Up,48
A04329,Email,2024-07-20,Follow-Up,4
A04330,WhatsApp,2024-03-15,Thank You,24
A04331,Phone Call,2024-01-12,Application Status,6
A04332,Email,2024-05-03,Reminder,6
A04333,Phone Call,2024-03-05,Thank You,48
A04334,WhatsApp,2024-12-01,Reminder,12
A04335,Email,2024-01-21,Application Status,6
A04336,WhatsApp,2024-10-02,Reminder,6
A04337,Email,2024-03-28,Thank You,2
A04338,Phone Call,2024-05-22,Reminder,6
A04339,WhatsApp,2024-03-15,Application Status,
A04340,Email,2024-10-14,Thank You,4
A04341,Phone Call,2024-04-05,Application Status,4
A04342,Email,2024-02-14,Reminder,4
A04343,WhatsApp,2024-04-15,Reminder,12
A04344,Email,2024-01-17,Follow-Up,6
A04345,WhatsApp,2024-04-19,Thank You,2
A04346,WhatsApp,2024-09-19,Reminder,4
A04347,WhatsApp,2024-05-29,Application Status,24
A04348,WhatsApp,2024-10-06,Application Status,2
A04349,WhatsApp,2024-04-09,Follow-Up,12
A04350,WhatsApp,2024-10-09,Application Status,
A04351,Email,2024-08-27,Follow-Up,12
A04352,Phone Call,2023-12-22,Thank You,6
A04353,Phone Call,2024-12-01,Follow-Up,4
A04354,WhatsApp,2024-05-16,Reminder,4
A04355,Phone Call,2024-02-23,Reminder,48
A04356,WhatsApp,2024-01-05,Reminder,6
A04357,WhatsApp,2024-10-20,Reminder,6
A04358,Phone Call,2023-12-31,Reminder,4
A04359,Phone Call,2024-04-06,Application Status,4
A04360,Email,2024-03-14,Reminder,
A04361,WhatsApp,2024-09-27,Follow-Up,48
A04362,Phone Call,2024-04-08,Thank You,6
A04363,WhatsApp,2024-06-01,Thank You,6
A04364,WhatsApp,2024-05-20,Follow-Up,
A04365,Email,2024-04-14,Reminder,24
A04366,WhatsApp,2024-10-29,Application Status,48
A04367,Email,2024-02-03,Application Status,4
A04368,Email,2024-07-19,Application Status,2
A04369,Phone Call,2024-05-04,Reminder,
A04370,Phone Call,2024-10-05,Application Status,
A04371,WhatsApp,2024-07-16,Thank You,48
A04372,WhatsApp,2024-03-19,Thank You,4
A04373,WhatsApp,2024-01-22,Reminder,48
A04374,Email,2024-10-12,Thank You,
A04375,Email,2024-01-08,Follow-Up,2
A04376,WhatsApp,2024-11-05,Thank You,6
